Giovanni_il_Popolano	father	Pierfrancesco_the_Elder
Robert_II_of_Scotland	father	Walter_Stewart_6th_High_Steward_of_Scotland
Luitgarde_of_Vermandois	spouse	Theobald_I_Count_of_Blois
Leopold_Duke_of_Lorraine	type	Person
Maria_Anna_of_Neuburg	type	Person
Afonso_II_of_Portugal	successor	Sancho_II_of_Portugal
Amicie_de_Courtenay	type	Person
Matilda_of_Saxony_1172_1209/10	type	Person
Francis_Louis_of_Palatinate_Neuburg	type	Person
Charles_Emmanuel_III_of_Sardinia	child	Princess_Eleonora_of_Savoy
Philip_IV_of_Spain	mother	Margaret_of_Austria_Queen_of_Spain
Charles_Count_of_Valois	child	Isabella_of_Valois_Duchess_of_Bourbon
Anne_of_Austria	parent	Philip_III_of_Spain
Henry_II_of_Castile	child	Eleanor_of_Castile_Queen_of_Navarre
Lucrezia_Tornabuoni	type	Person
Stephen_III_Duke_of_Bavaria	type	Person
Elisabeth_of_Carinthia_Queen_of_the_Romans	spouse	Albert_I_of_Germany
Igor_of_Kiev	spouse	Olga_of_Kiev
Matthias_I_Duke_of_Lorraine	mother	Adelaide_of_Leuven
Wilhelmine_Amalie_of_Brunswick	father	John_Frederick_Duke_of_Brunswic_Calenberg
Philippe_II_Duke_of_Orl_ans	type	Person
Charles_IV_Duke_of_Lorraine	type	Person
Matthias_II_Duke_of_Lorraine	parent	Frederick_II_Duke_of_Lorraine
Louis_II_Elector_of_Brandenburg	type	Person
Prince_Henry_the_Navigator	type	Person
Empress_Matilda	child	Henry_II_of_England
Philippa_of_Luxembourg	spouse	John_II_Count_of_Holland
Maria_of_Naples	type	Person
Frederick_Prince_of_Wales	parent	Caroline_of_Ansbach
Maria_Beatrice_d_Este_Duchess_of_Massa	child	Francis_IV_Duke_of_Modena
Ren__II_Duke_of_Lorraine	successor	Antoine_Duke_of_Lorraine
Magnus_I_Duke_of_Brunswic_L_neburg	spouse	Sophia_of_Brandenburg
Henry_the_Fowler	child	Gerberga_of_Saxony
Gertrude_of_S_pplingenburg	spouse	Henry_X_Duke_of_Bavaria
Ren__of_Anjou	successor	Charles_IV_of_Anjou
Joan_of_Ponthieu_Dame_of_Epernon	spouse	John_VI_of_Vend_me
Maria_of_Montpellier	type	Person
Beatrice_of_England	child	Arthur_II_Duke_of_Brittany
John_II_Duke_of_Lorraine	predecessor	Isabella_Duchess_of_Lorraine
Louis_XV	parent	Louis_Duke_of_Burgundy
Philip_I_Landgrave_of_Hesse	type	Person
Louis_II_Duke_of_Bavaria	spouse	Maria_of_Brabant_Duchess_of_Bavaria
Nuno_Mendes_count	type	Person
Alice_Holland_Countess_of_Kent	mother	Eleanor_of_Lancaster
Berenguer_Ramon_I_Count_of_Barcelona	type	Person
Henry_the_Fowler	child	Henry_I_Duke_of_Bavaria
Princess_Maria_Carolina_of_Savoy	type	Person
Adele_of_Vermandois	type	Person
Francis_I_Holy_Roman_Emperor	successor	Joseph_II_Holy_Roman_Emperor
Edward_I_of_England	child	Edmund_of_Woodstock_1st_Earl_of_Kent
Eleanor_de_Medici	type	Person
Maria_Beatrice_d_Este_Duchess_of_Massa	parent	Maria_Teresa_Cybo_Malaspina_Duchess_of_Massa
Sancho_VII_of_Navarre	type	Person
Leopold_II_Holy_Roman_Emperor	child	Maria_Theresa_of_Austria_1767_1827
Elisabeth_of_Cleves	spouse	Stephen_III_Duke_of_Bavaria
Louis_Duke_of_Burgundy	spouse	Marie_Ad_la_de_of_Savoy
Princess_Christine_Louise_of_Oettinge_Oettingen	spouse	Louis_Rudolph_Duke_of_Brunswic_L_neburg
Henry_I_of_France	child	Philip_I_of_France
Elisabeth_of_Lorraine	type	Person
Giuseppe_Maria_Buonaparte	type	Person
Henry_I_of_Navarre	type	Person
Beatriz_Pereira_de_Alvim	type	Person
Anne_Marie_d_Orl_ans	parent	Henrietta_of_England
Lorenzo_de_Medici_Duke_of_Urbino	type	Person
Blanche_of_Navarre_Queen_of_France	parent	Philip_III_of_Navarre
Richardis	type	Person
Sancho_I_of_Portugal	father	Afonso_I_of_Portugal
Thierry_Count_of_Flanders	type	Person
Ramon_Berenguer_IV_Count_of_Barcelona	father	Ramon_Berenguer_III_Count_of_Barcelona
Afonso_V_of_Portugal	predecessor	Edward_King_of_Portugal
Louise_of_Savoy	parent	Philip_II_Duke_of_Savoy
John_II_of_France	mother	Joan_the_Lame
Baldwin_IV_Count_of_Hainaut	spouse	Alice_of_Namur
Louis_Dauphin_of_France_son_of_Louis_XIV	parent	Louis_XIV
Princess_Marie_Isabelle_of_Orl_ans	father	Antoine_Duke_of_Montpensier
Ladislaus_of_Naples	type	Person
Berengaria_of_Le_n	type	Person
John_Stewart_1st_Earl_of_Lennox	parent	Alan_Stewart_of_Darnley
Adelaide_of_Tours	spouse	Robert_the_Strong
Joan_II_of_Navarre	predecessor	Charles_IV_of_France
Magdalene_Sibylle_of_Prussia	mother	Marie_Eleonore_of_Cleves
Sviatopolk_I_of_Kiev	successor	Yaroslav_the_Wise
Charles_VI_Holy_Roman_Emperor	predecessor	Victor_Amadeus_II_of_Sardinia
Ferdinand_I_of_the_Two_Sicilies	child	Princess_Maria_Isabella_of_Naples_and_Sicily
Odo_II_Duke_of_Burgundy	child	Hugh_III_Duke_of_Burgundy
Alfonso_II_of_Aragon	type	Person
Hermann_Billung	type	Person
Charles_Martel	child	Grifo_noble
Marie_Countess_of_Ponthieu	parent	William_IV_Count_of_Ponthieu
Louis_I_Duke_of_Orl_ans	parent	Charles_V_of_France
Antoine_Duke_of_Lorraine	type	Person
William_X_Duke_of_Aquitaine	mother	Philippa_Countess_of_Toulouse
Archduchess_Eleanor_of_Austria	type	Person
John_II_of_Aragon	predecessor	Alfonso_V_of_Aragon
James_III_of_Scotland	mother	Mary_of_Guelders
Charles_Frederick_Grand_Duke_of_Saxe_Weimar_Eisenach	type	Person
Philippa_of_Hainault	parent	Joan_of_Valois_Countess_of_Hainaut
Matilda_of_Frisia	father	Liudolf_Margrave_of_Frisia
Clementia_of_Hungary	spouse	Louis_X_of_France
Maud_of_Apulia	type	Person
Charles_the_Simple	type	Person
Philip_III_of_Navarre	child	Blanche_of_Navarre_Queen_of_France
Odo_of_France	type	Person
Countess_Palatine_Dorothea_Sophie_of_Neuburg	child	Elisabeth_Farnese
Elizabeth_of_Lancaster_Duchess_of_Exeter	type	Person
Ermentrude_of_Orl_ans	child	Judith_of_Flanders
Magnus_II_Duke_of_Brunswic_L_neburg	father	Magnus_I_Duke_of_Brunswic_L_neburg
Rudolf_I_of_Germany	spouse	Gertrude_of_Hohenberg
John_Joseph_of_Austria	type	Person
Louis_Philippe_I	type	Person
Victor_Amadeus_I_Duke_of_Savoy	mother	Catalina_Micaela_of_Spain
Alfonso_V_of_Aragon	predecessor	Ren__of_Anjou
Alfonso_Fern_ndez_el_Ni_o	type	Person
Ernest_Augustus_King_of_Hanover	type	Person
Alfonso_II_of_Aragon	father	Ramon_Berenguer_IV_Count_of_Barcelona
Prince_William_of_Saxe_Gotha_Altenburg	type	Person
Pepin_the_Hunchback	type	Person
Claude_Fran_oise_de_Lorraine	spouse	Nicholas_Francis_Duke_of_Lorraine
Dirk_III_Count_of_Holland	parent	Lutgardis_of_Luxemburg
Otto_I_Duke_of_Saxony	spouse	Hedwig_of_Babenberg
Baldwin_II_of_Jerusalem	type	Person
Landgravine_Elisabeth_Amalie_of_Hesse_Darmstadt	type	Person
Ramon_Berenguer_IV_Count_of_Barcelona	type	Person
James_III_of_Scotland	father	James_II_of_Scotland
Willa_of_Tuscany	father	Boso_Margrave_of_Tuscany
Francis_II_Holy_Roman_Emperor	type	Person
Frederick_III_Holy_Roman_Emperor	parent	Cymburgis_of_Masovia
Conrad_IV_of_Germany	type	Person
Maria_Anna_of_Bavaria_born_1551	parent	Albert_V_Duke_of_Bavaria
Maria_Luisa_of_Spain	father	Charles_III_of_Spain
Maria_Theresa_of_Spain	father	Philip_IV_of_Spain
Henry_the_Lion	successor	Bernhard_Count_of_Anhalt
Otto_IV_Count_of_Burgundy	type	Person
Beatriz_of_Portugal_Duchess_of_Viseu	parent	Isabel_of_Barcelos
John_II_of_Aragon	successor	Ferdinand_II_of_Aragon
Willa_of_Burgundy	type	Person
Henry_the_Fowler	predecessor	Otto_I_Duke_of_Saxony
Hugh_of_Italy	predecessor	Rudolph_II_of_Burgundy
Henry_II_of_France	type	Person
Mahaut_of_Ch_tillon	spouse	Charles_Count_of_Valois
Eug_nie_de_Montijo	spouse	Napoleon_III
Clemence_of_Austria	child	Charles_I_of_Hungary
Peter_I_Duke_of_Bourbon	mother	Mary_of_Avesnes
Charles_VI_of_France	type	Person
Augustus_III_of_Poland	type	Person
Walter_I_Lord_of_Avesnes	type	Person
Duke_Charles_Louis_Frederick_of_Mecklenburg	type	Person
John_II_of_France	spouse	Joan_I_Countess_of_Auvergne
Gian_Galeazzo_Sforza	type	Person
Marie_Hedwig_of_Hesse_Darmstadt	type	Person
Albert_II_of_Germany	successor	Frederick_III_Holy_Roman_Emperor
Joan_of__vreux	father	Louis_Count_of__vreux
William_X_Duke_of_Aquitaine	spouse	A_nor_de_Ch_tellerault
Claude_of_France	type	Person
Louis_I_Duke_of_Bourbon	child	Marie_de_Bourbon_Princess_of_Achaea
Osburh	spouse	_thelwulf_King_of_Wessex
Marie_Antoinette	spouse	Charles_X
Beatriz_of_Portugal_Duchess_of_Viseu	parent	John_Constable_of_Portugal
Charles_III_Duke_of_Savoy	spouse	Beatrice_of_Portugal_Duchess_of_Savoy
Margaret_of_Bourbon_1438_1483	child	Louise_of_Savoy
Otto_III_Duke_of_Bavaria	type	Person
Wenceslaus_I_Duke_of_Luxembourg	type	Person
Vladimir_the_Great	father	Sviatoslav_I
John_of_Montfort	child	Joan_of_Brittany_Baroness_of_Drayton
Fulk_King_of_Jerusalem	child	Geoffrey_Plantagenet_Count_of_Anjou
Francis_Duke_of_Anjou	mother	Catherine_de_Medici
Henry_III_of_France	predecessor	Sigismund_II_Augustus
Th_odrate_of_Troyes	type	Person
Edward_III_of_England	spouse	Philippa_of_Hainault
Robert_II_of_Scotland	parent	Marjorie_Bruce
Henry_II_of_England	predecessor	Geoffrey_Plantagenet_Count_of_Anjou
Marie_Jos_phine_of_Savoy	parent	Victor_Amadeus_III_of_Sardinia
Louis_XII	successor	Maximilian_Sforza
Isabella_Duchess_of_Lorraine	child	John_II_Duke_of_Lorraine
Edward_Count_Palatine_of_Simmern	type	Person
Blanche_of_Valois	type	Person
Eleanor_of_Castile	child	Alphonso_Earl_of_Chester
Alfonso_IX_of_Le_n	mother	Urraca_of_Portugal
James_I_of_Scotland	parent	Anabella_Drummond
Alfonso_of_Molina	type	Person
Charles_VIII_of_France	predecessor	Louis_XI
Henry_IV_of_England	spouse	Mary_de_Bohun
Archduke_Charles_Joseph_of_Austria_born_1745	type	Person
Adela_of_Normandy	spouse	Stephen_Count_of_Blois
Walter_Stewart_3rd_High_Steward_of_Scotland	type	Person
Cosimo_I_de_Medici_Grand_Duke_of_Tuscany	spouse	Camilla_Martelli
Peter_I_of_Portugal	child	John_Duke_of_Valencia_de_Campos
Raymond_of_Burgundy	child	Sancha_Raim_ndez
Infante_Antonio_Duke_of_Galliera	type	Person
Louis_Philippe_I	successor	Napoleon_III
Hugh_of_Italy	child	Lothair_II_of_Italy
Jacquetta_of_Luxembourg	child	Anne_Woodville
George_I_of_Great_Britain	parent	Ernest_Augustus_Elector_of_Hanover
Isabella_Duchess_of_Lorraine	child	Margaret_of_Anjou
Charlotte_of_Bourbon_Queen_of_Cyprus	parent	John_I_Count_of_La_Marche
Princess_Elisabeth_Albertine_of_Saxe_Hildburghausen	type	Person
Matilda_II_Countess_of_Boulogne	type	Person
Charles_the_Simple	child	Louis_IV_of_France
Rogneda_of_Polotsk	type	Person
In_s_de_Castro	type	Person
Marie_of_Luxembourg_Queen_of_France	father	Henry_VII_Holy_Roman_Emperor
Saint_Margaret_of_Scotland	spouse	Malcolm_III_of_Scotland
Arnulf_I_Count_of_Flanders	parent	_lfthryth_Countess_of_Flanders
Adela_of_Milan	type	Person
Louis_XIII	mother	Marie_de_Medici
Charles_Count_of_Valois	child	Marie_of_Valois_Duchess_of_Calabria
Ermentrude_of_Orl_ans	spouse	Charles_the_Bald
Francis_Count_of_Vend_me	type	Person
Archduchess_Catherine_Renata_of_Austria	type	Person
Rudolph_Duke_of_Lorraine	spouse	Marie_de_Ch_tillon_1323_1363
Louis_Dauphin_of_France_son_of_Louis_XIV	child	Louis_Duke_of_Burgundy
John_I_of_Portugal	child	Prince_Henry_the_Navigator
Otto_IV_Count_of_Scheyern	parent	Eckhard_I_Count_of_Scheyern
Count_of_Montijo	type	Person
Beatrice_of_Albon	type	Person
Philip_I_of_Castile	type	Person
Piero_di_Cosimo_de_Medici	parent	Contessina_de_Bardi
Odo_IV_Duke_of_Burgundy	spouse	Joan_III_Countess_of_Burgundy
Eug_ne_de_Beauharnais	type	Person
Verdun	type	Person
Albert_V_Duke_of_Bavaria	type	Person
Rudolph_III_of_Burgundy	type	Person
Constance_of_Arles	father	William_I_of_Provence
John_I_of_Portugal	successor	Edward_King_of_Portugal
Adelaide_of_Auxerre_born_c._870	mother	Waldrada_of_Worms
Elisabeth_Farnese	child	Mariana_Victoria_of_Spain
James_I_of_Aragon	spouse	Teresa_Gil_de_Vidaure
Fran_oise_d_Aubign__Marquise_de_Maintenon	spouse	Louis_XIV
Maria_Amalia_of_Naples_and_Sicily	parent	Maria_Carolina_of_Austria
Marie_of_Brabant_Queen_of_France	type	Person
Matilda_of_Scotland	type	Person
Isabeau_of_Bavaria	father	Stephen_III_Duke_of_Bavaria
Cecile_of_France	type	Person
Hermann_II_Count_of_Celje	type	Person
Charles_Emmanuel_I_Duke_of_Savoy	child	Emanuel_Filibert_of_Savoy
Maria_Amalia_of_Saxony	child	Ferdinand_I_of_the_Two_Sicilies
William_Adelin	type	Person
Hedwig_of_Saxony	type	Person
Archduke_Joseph_Franz_of_Austria	type	Person
John_of_Montfort	predecessor	John_III_Duke_of_Brittany
Isabella_of_Hainault	parent	Margaret_I_Countess_of_Flanders
Archduchess_Maria_Clementina_of_Austria	type	Person
Charles_VII_of_France	predecessor	Charles_VI_of_France
Urraca_L_pez_de_Haro	type	Person
Charles_IX_of_France	predecessor	Francis_II_of_France
Philip_IV_of_France	predecessor	Philip_III_of_France
Louise_Marie_Anne_de_Bourbon	type	Person
Baldwin_II_Margrave_of_Flanders	mother	Judith_of_Flanders
Peter_I_Duke_of_Bourbon	father	Louis_I_Duke_of_Bourbon
Margaret_of_Bavaria	type	Person
Philip_III_of_Navarre	child	Maria_of_Navarre
Joan_of_Valois_Countess_of_Hainaut	parent	Charles_Count_of_Valois
Louis_IX_of_France	child	Philip_III_of_France
Violant_of_Hungary	type	Person
Barbara_of_Hesse	type	Person
Ferdinand_II_of_Le_n	father	Alfonso_VII_of_Le_n_and_Castile
Agust_n_Mar_a_Mu_oz_y_Borb_n_1st_Duke_of_Taranc_n	type	Person
Reginald_I_Count_of_Burgundy	mother	Ermentrude_de_Roucy
Prince_Francis_Xavier_of_Saxony	type	Person
Charles_Prince_of_Anhalt_Zerbst	type	Person
Virginia_de_Medici	type	Person
Sancha_of_Aragon_Countess_of_Toulouse	type	Person
Martin_of_Aragon	successor	Ferdinand_I_of_Aragon
Anna_von_Campe	type	Person
Princess_Marie_Isabelle_of_Orl_ans	type	Person
Robert_I_Duke_of_Burgundy	successor	Hugh_I_Duke_of_Burgundy
Simon_II_Duke_of_Lorraine	successor	Frederick_I_Duke_of_Lorraine
Isabella_of_Aragon_Queen_of_France	father	James_I_of_Aragon
Mary_of_Woodstock	type	Person
Robert_III_of_Scotland	spouse	Anabella_Drummond
Louis_the_Stammerer	parent	Ermentrude_of_Orl_ans
Guilla_of_Provence	spouse	Rudolph_I_of_Burgundy
Robert_I_Duke_of_Burgundy	spouse	Helie_of_Semur
Robert_Duke_of_Bar	type	Person
Sophia_of_Minsk	child	Valdemar_II_of_Denmark
Eleanor_of_Castile	father	Ferdinand_III_of_Castile
Agnes_de_Baudemont_Countess_of_Braine	type	Person
Fran_oise_Ath_na_s_de_Rochechouart_Marquise_de_Montespan	type	Person
Olga_of_Kiev	spouse	Igor_of_Kiev
Urraca_of_Portugal	type	Person
Elisiv_of_Kiev	type	Person
Henry_Stuart_Duke_of_Gloucester	type	Person
Bruno_the_Great	type	Person
Adelaide_of_Maurienne	spouse	Matthew_I_of_Montmorency
Maria_Luisa_of_Spain	parent	Maria_Amalia_of_Saxony
Rudolf_I_of_Germany	child	Matilda_of_Habsburg
_thelfl_d	type	Person
Peter_I_of_Portugal	parent	Beatrice_of_Castile_1293_1359
Madeleine_de_La_Tour_d_Auvergne	spouse	Lorenzo_de_Medici_Duke_of_Urbino
Judith_of_Flanders	type	Person
William_FitzEmpress	type	Person
Leopold_Duke_of_Lorraine	successor	Francis_I_Holy_Roman_Emperor
Emmanuel_Philibert_Duke_of_Savoy	spouse	Margaret_of_Valois_Duchess_of_Berry
Hedwig_Jagiellon_Duchess_of_Bavaria	type	Person
Philip_V_of_Spain	predecessor	Charles_II_of_Spain
John_III_Duke_of_Bavaria	type	Person
A_nor_de_Ch_tellerault	type	Person
Charlotte_of_Mecklenburg_Strelitz	child	Prince_Octavius_of_Great_Britain
Louis_IX_of_France	mother	Blanche_of_Castile
Ferdinand_VI_of_Spain	type	Person
Prince_Louis_Duke_of_Nemours	type	Person
John_Frederick_Duke_of_Brunswic_Calenberg	type	Person
