E6	loves	E9
E5	brotherOf	E6
E5	allyOf	E12
E14	brotherOf	E7
E10	enemyOf	E7
E8	loves	E12
E6	allyOf	E7
E2	allyOf	E6
E14	allyOf	E11
E14	allyOf	E3
E12	loves	E13
E6	type	Character
E10	brotherOf	E5
E3	type	Character
E5	enemyOf	E13
E13	allyOf	E14
E7	servantOf	E10
E5	servantOf	E7
E8	loves	E2
E8	allyOf	E12
E8	enemyOf	E3
E14	brotherOf	E9
E11	allyOf	E14
E11	servantOf	E7
E1	brotherOf	E14
E11	allyOf	E12
E10	enemyOf	E6
E2	brotherOf	E12
E5	enemyOf	E2
E11	loves	E10
E14	loves	E6
E13	brotherOf	E3
E9	brotherOf	E3
E12	enemyOf	E14
E12	allyOf	E2
E5	loves	E4
E2	type	Character
E14	loves	E11
E4	enemyOf	E11
E12	brotherOf	E1
E5	allyOf	E4
E4	allyOf	E14
E14	enemyOf	E10
E2	brotherOf	E5
E10	loves	E11
E4	allyOf	E12
E1	loves	E7
E14	enemyOf	E5
E4	servantOf	E9
E13	allyOf	E4
E4	loves	E11
E14	enemyOf	E7
E5	brotherOf	E13
E5	brotherOf	E14
E2	enemyOf	E3
E12	type	Character
E13	brotherOf	E5
E9	allyOf	E6
E9	brotherOf	E5
E4	enemyOf	E10
E10	allyOf	E13
E7	allyOf	E13
E12	brotherOf	E5
E3	enemyOf	E8
E1	servantOf	E14
E14	enemyOf	E4
E10	loves	E2
E1	type	Character
E14	enemyOf	E9
E6	allyOf	E3
E11	servantOf	E6
E4	allyOf	E5
E9	allyOf	E3
E3	loves	E12
E5	type	Character
E4	allyOf	E11
E6	enemyOf	E3
E10	allyOf	E8
E9	allyOf	E1
E7	allyOf	E8
E7	brotherOf	E3
E6	allyOf	E12
E2	allyOf	E10
E5	allyOf	E9
E8	loves	E9
E13	type	Character
E2	loves	E1
E10	brotherOf	E1
E9	type	Character
E9	servantOf	E12
E4	enemyOf	E9
E6	allyOf	E2
E8	type	Character
E8	allyOf	E4
E7	allyOf	E5
E9	allyOf	E8
E8	allyOf	E9
E1	brotherOf	E4
E13	loves	E3
E10	brotherOf	E8
E3	brotherOf	E14
E5	brotherOf	E4
E4	brotherOf	E1
E10	enemyOf	E5
E7	loves	E10
E4	brotherOf	E12
E14	servantOf	E8
E6	enemyOf	E5
E7	allyOf	E4
E7	servantOf	E8
E3	brotherOf	E8
E4	allyOf	E7
E12	enemyOf	E6
E4	brotherOf	E8
E10	brotherOf	E11
E4	type	Character
E1	allyOf	E10
E14	enemyOf	E3
E7	brotherOf	E13
E12	loves	E8
E4	allyOf	E9
E11	type	Character
E8	servantOf	E4
E5	loves	E1
E14	type	Character
E7	servantOf	E13
E8	allyOf	E6
E14	servantOf	E4
E2	brotherOf	E8
E10	type	Character
E7	type	Character
E6	brotherOf	E12
E1	allyOf	E4
